english,tag,definition
helipad,noun,a small area where helicopters can take off and land
heliport,noun,a place where helicopters take off and land
helix,noun,a shape like a spiral or a line curved around a cylinder or cone
helm,noun,"1. a handle or wheel used for controlling the direction in which a boat or ship moves 2. in charge of an organization, project, etc. 3. controlling the direction in which a boat or ship moves"
helm,verb,1. to manage an organization 2. to direct a film or television programme 3. to control the direction of a boat or ship
helmsman,noun,a person who controls the direction in which a boat or ship moves
helmswoman,noun,a woman who controls the direction in which a boat or ship moves
helping,noun,an amount of food given to somebody at a meal
hem,noun,"the edge of a piece of cloth that has been turned under and sewn, especially on a piece of clothing"
hemisphere,noun,"1. one half of the earth, especially the half above or below the equator 2. either half of the brain 3. one half of a sphere (= a round solid object)"
hemlock,noun,1. a poisonous plant with a mass of small white flowers growing at the end of a stem that is covered in spots 2. poison made from hemlock
hemophilia,noun,a medical condition that causes severe loss of blood from even a slight injury because the blood fails to clot normally. It usually affects only men although it can be passed on by women.
hemp,noun,"a plant that is used for making rope and cloth, and also to make the drug cannabis"
hen,noun,"1. a female chicken, often kept for its eggs or meat 2. any female bird"
hendecagon,noun,a flat shape with eleven straight sides and eleven angles
henna,noun,"a red-brown dye (= a substance used to change the colour of something), used especially on the hair and skin"
henpecked,adjective,"often criticized and told what to do by somebody else, usually a wife or female partner, and too weak to disagree"
hepatitis,noun,"a serious disease of the liver. There are three main forms: hepatitis A, the least serious, caused by infected food (= containing harmful bacteria), and hepatitis B and hepatitis C, both very serious and caused by infected blood."
heptagon,noun,a flat shape with seven straight sides and seven angles
heptathlon,noun,"a sporting event, especially one for women, in which athletes compete in seven different events"
heraldic,adjective,connected with the study of coats of arms and the history of old families
heraldry,noun,the study of the coats of arms and the history of old families
herbalism,noun,"the medical use of plants, especially as a form of alternative medicine"
herd,verb,"1. to move or make somebody/something move in a particular direction 2. to keep or look after a group of animals; to make animals move together as a group 3. used to describe a very difficult task, especially one that involves organizing people"
herder,noun,a person whose job is to take care of a group of animals such as sheep or cows in the countryside
hereby,adverb,"as a result of this statement, and in a way that makes something legal"
hereditary,adjective,"1. given to a child by its parents before it is born 2. that is legally given to somebody’s child, when that person dies 3. holding a rank or title that is hereditary"
herein,adverb,"in this place, document, statement or fact"
heresy,noun,1. a belief or an opinion that is against the principles of a particular religion; the fact of holding such beliefs 2. a belief or an opinion that disagrees strongly with what most people believe
heretic,noun,a person who believes in or practises religious heresy
heretical,adjective,1. against the principles of a particular religion  2. disagreeing strongly with what most people believe
hereupon,adverb,after this; as a direct result of this situation
hermit,noun,"a person who, usually for religious reasons, lives a very simple life alone and does not meet or talk to other people"
hermitage,noun,a place where a hermit lives or lived
hernia,noun,a medical condition in which part of an organ is pushed through a weak part in the muscle or tissue around it
heroics,noun,1. talk or behaviour that is too brave or dramatic for a particular situation 2. actions that are brave and determined
heron,noun,"a large bird with a long neck and long legs, that lives near water"
hertz,noun,a unit for measuring the frequency of sound waves
hetero,adjective,an informal way of saying ‘heterosexual’
heterodox,adjective,not following the usual or accepted beliefs and opinions
heterodoxy,noun,the fact of not following the usual or accepted beliefs and opinions; an opinion or belief that is different from usual 
heterosexual,noun,a person who is sexually attracted to people of the opposite sex
heterozygote,noun,"a living thing that has two varying forms of a particular gene, and whose young may therefore vary in a particular characteristic"
hexagon,noun,a flat shape with six straight sides and six angles
hexagram,noun,"a shape made by six straight lines, especially a star made from two triangles with equal sides"
hexahedron,noun,a solid shape with six flat sides
hexameter,noun,a line of poetry with six stressed syllables
heyday,noun,"the time when somebody/something had most power or success, or was most popular"
hi-def,adjective,high-definition (= using or produced by a system that gives very clear detailed images)
hibernate,verb,to spend the winter in a state like deep sleep
hibiscus,noun,a tropical plant or bush with large brightly coloured flowers
hide,noun,"1. a place from which people can watch wild animals or birds, without being seen by them 2. an animal’s skin, especially when it is bought or sold or used for leather 3. used to refer to somebody’s life or safety when they are in a difficult situation"
hide-and-seek,noun,"a children’s game in which one player covers his or her eyes while the other players hide, and then tries to find them"
hieroglyphics,noun,writing that uses hieroglyphs
high,noun,"1. the highest level or number 2. an area of high air pressure; an anticyclone 3. the highest temperature reached during a particular day, week, etc."
high-definition,adjective,using or produced by a system that gives very clear detailed images
high-flyer,noun,a person who has the desire and the ability to be very successful in their job or their studies
high-flying,adjective,1. very successful 2. that flies very high in the air
high-handed,adjective,"using authority in an unreasonable way, without considering the opinions of other people"
high-minded,adjective,having strong moral principles
high-spirited,adjective,1. very lively and active 2. lively and difficult to control
high-top,adjective,"of a type that covers the ankle, worn especially for playing basketball"
high-tops,noun,"sports shoes that cover the ankle, worn especially for playing basketball"
highbrow,adjective,interested in serious artistic or cultural ideas
hijab,noun,"1. a piece of clothing that covers the head, worn in public by some Muslim women 2. the religious system that controls the wearing of such clothing"
hijabi,noun,a woman who wears a hijab
hijra,noun,"1. a community of intersex people, who belong to the third gender, and men who have been castrated 2. a person who belongs to the hijra community 3. a person who was said to be male at birth but is considered to be feminine"
hillbilly,noun,1. an offensive word for a person who lives in the country and is thought to be stupid by people who live in towns 2. a type of country music that began in the mountains of the southern states of the US
hillock,noun,a small hill
hind,adjective,"1. the hind legs or feet of an animal with four legs are those at the back 2. to talk too much, especially about things that are boring or not important"
hind,noun,"a female deer, especially a red deer; a doe"
hindlimb,noun,one of the legs at the back of an animal’s body
hindquarters,noun,"the back part of an animal that has four legs, including its two back legs"
hinterland,noun,"the areas of a country that are away from the coast, from the banks of a large river or from the main cities"
hip,adjective,"following or knowing what is fashionable in clothes, music, etc."
hirsute,adjective,having a lot of hair on the face or body
histamine,noun,a chemical substance that is given out in the body in response to an injury or an allergy
historicism,noun,the theory that cultural and social events and situations can be explained by history
historiographical,adjective,connected with the study of writing about history (= historiography)
historiography,noun,the study of writing about history
hit-and-miss,adjective,not done in a careful or planned way and therefore not likely to be successful
hit-and-run,adjective,1. caused by a driver who does not stop to help 2. happening suddenly and unexpectedly so that the people attacking can leave quickly without being hurt
hit-or-miss,adjective,not done in a careful or planned way and therefore not likely to be successful
hitch,verb,"1. to get a free ride in a person’s car; to travel around in this way, by standing at the side of the road and trying to get passing cars to stop 2. to pull up a piece of your clothing 3. to lift yourself into a higher position, or the position mentioned"
hitch,noun,"1. a problem or difficulty that causes a short delay 2. a type of knot (= a join made by tying together two pieces or ends of rope, etc.)"
hitman,noun,a criminal who is paid to kill somebody
hoagie,noun,"1. a long piece of bread filled with meat, cheese and salad 2. a piece of bread used to make a hoagie"
hoarding,noun,"1. a large board on the outside of a building or at the side of the road, used for displaying advertisements 2. a temporary fence made of boards that is placed around an area of land until a building has been built 3. the act of collecting and keeping large amounts of food, money, etc., often secretly"
hoary,adjective,1. very old and well known and therefore no longer interesting 2. grey or white because a person is old
hob,noun,"1. the top part of a cooker where food is cooked in pans; a similar surface that is built into a kitchen unit and is separate from the oven 2. a metal shelf at the side of a fire, used in the past for heating pans, etc. on"
hobble,verb,"1. to walk with difficulty, especially because your feet or legs hurt 2. to tie together two legs of a horse or other animal in order to stop it from running away 3. to make it more difficult for somebody to do something or for something to happen"
hock,noun,"1. the middle joint of an animal’s back leg 2. a German white wine 3. a piece of meat from the lower part of an animal’s leg, especially a pig"
hod,noun,"an open box attached to a pole, used by building workers for carrying bricks on the shoulder"
hoe,verb,"to break up soil, remove plants, etc. with a hoe"
hoe,noun,"a garden tool with a long handle and a thin metal blade, used for breaking up soil and removing weeds (= plants growing where they are not wanted)"
hog,noun,"1. a pig, especially one that is kept and made fat for eating 2. a male pig that has been castrated (= had part of its sex organs removed) and is kept for its meat 3. to do something completely or to the highest degree"
hogwash,noun,"an idea, argument, etc. that you think is stupid"
hoki,noun,a fish found in the seas off New Zealand
hokum,noun,"1. a film, play, etc. that is not realistic and has no artistic qualities 2. an idea, argument, etc. that you think is stupid"
hold,verb,"1. to have somebody/something in your hand, arms, etc. 2. to put your hand on part of your body, usually because it hurts 3. to keep somebody/something in a particular position"
hold-up,noun,"1. a situation in which something is prevented from happening for a short time 2. an act of stealing from a bank, etc. using a gun 3. stockings that are kept up by having a band of material that can stretch at the top"
hole-in-one,noun,an occasion when a player hits the ball from the tee into the hole using only one shot
holism,noun,"1. the idea that the whole of something must be considered in order to understand its different parts 2. the idea that the whole of a sick person, including their body, mind and way of life, should be considered when treating them, and not just the symptoms (= effects) of the disease"
holly,noun,"a bush or small tree with hard shiny leaves with sharp points and bright red berries in winter, often used as a decoration at Christmas"
holocaust,noun,"1. a situation in which many things are destroyed and many people killed, especially because of a war or a fire 2. the killing of millions of Jewish people by the German Nazi government in the period 1941–5"
hologram,noun,"a special type of image that appears to be three-dimensional (= solid rather than flat), especially one created using lasers"
holophrasis,noun,"the expression of a whole idea in a single word, for example a baby saying ‘up’ for ‘I want you to pick me up’"
homburg,noun,"a man’s soft hat with a narrow, curled brim"
homeboy,noun,a male friend from the same town as you; a member of your gang (= a group of young people who go around together)
homegirl,noun,a female friend from the same town as you; a member of your gang (= a group of young people who go around together)
homely,adjective,"1. making you feel comfortable, as if you were in your own home 2. simple and good 3. not attractive"
homeopath,noun,a person who treats illness using homeopathic methods
homeopathy,noun,a system of treating diseases or conditions using very small amounts of the substance that causes the disease or condition
homer,noun,a home run (= a hit that allows the person hitting the ball to run around all the bases without stopping)
homestead,noun,"1. a house with the land and buildings around it, especially a farm 2. (in the US in the past) a piece of land given to somebody by the government on condition that they lived on it and grew crops on it"
homicide,noun,"the act of killing another person, especially when it is a crime"
homily,noun,"a speech or piece of writing giving advice on the correct way to behave, etc."
homologous,adjective,"similar in position, structure, etc. to something else"
homophobe,noun,a person who dislikes gay people or treats them unfairly
homophobia,noun,dislike or unfair treatment of gay people
homophobic,adjective,"having or showing dislike towards gay people, or treating them unfairly"
homophonous,adjective,having the same pronunciation as another word but a different meaning or spelling
homosexuality,noun,the state of being sexually attracted to people of the same sex
homozygote,noun,"a living thing that has only one form of a particular gene, and whose young are more likely to share a particular characteristic"
honeyed,adjective,"1. soft and intended to please, but often not sincere 2. tasting or smelling like honey, or having the colour of honey"
honeysuckle,noun,"a climbing plant with white, yellow or pink flowers with a sweet smell"
honk,verb,"1. if a car horn honks or you honk or honk the horn, the horn makes a loud noise  2. when a goose honks, it makes a loud noise"
honk,noun,1. the noise made by a goose 2. the noise made by a car horn
honor,noun,1. great respect for somebody 2. something that you are very pleased or proud to do because people are showing you great respect 3. the quality of knowing and doing what is morally right
honor,verb,"1. to do something that shows great respect for somebody/something 2. to give public praise, an award or a title to somebody for something they have done 3. to do what you have agreed or promised to do"
honour,verb,"1. to do something that shows great respect for somebody/something 2. to give public praise, an award or a title to somebody for something they have done 3. to do what you have agreed or promised to do"
honour,noun,1. great respect for somebody 2. something that you are very pleased or proud to do because people are showing you great respect 3. the quality of knowing and doing what is morally right
hood,noun,"1. a part of a coat, etc. that you can pull up to cover the back and top of your head 2. a piece of cloth put over somebody’s face and head so that they cannot be recognized or so that they cannot see 3. a piece of coloured silk or fur worn over an academic gown to show the kind of degree held by the person wearing it"
hoodlum,noun,"1. a violent criminal, especially one who is part of a gang 2. a violent and noisy young man"
hoody,noun,a jacket or a sweatshirt with a hood
hook,noun,"1. a curved piece of metal, plastic or wire for hanging things on, catching fish with, etc. 2. a short hard hit that is made with the elbow bent 3. a way of hitting the ball so that it curves to the side instead of going straight ahead (usually by mistake in golf, but deliberately in cricket)"
hook-up,noun,"a connection between two pieces of equipment, especially electronic equipment used in broadcasting, or computers"
hooker,noun,"1. the player in a rugby team, whose job is to pull the ball out of the scrum with his foot 2. a person who works as a prostitute"
hookworm,noun,1. a worm that lives in the intestines of humans and animals 2. a disease caused by hookworms
hoon,noun,"a man who behaves in a rude and aggressive way, especially one who drives in a dangerous way"
hoon,verb,"to behave in a rude and aggressive way, especially driving in a dangerous way"
hoop,noun,"1. a large ring of plastic, wood or iron 2. an earring in the shape of a ring 3. the ring that the players throw the ball through in the game of basketball in order to score points"
hoopoe,noun,"an orange-pink bird with a long beak that curves downwards, black and white wings and a crest on its head"
hoot,verb,"1. to make a loud noise 2. if a car horn hoots or you hoot or hoot the horn, the horn makes a loud noise 3. when an owl hoots, it makes a long calling sound"
hoot,noun,1. a short loud laugh or shout 2. a situation or a person that you find very funny 3. the loud sound made by the horn of a vehicle
hooter,noun,"1. the device in a vehicle, or a factory, that makes a loud noise as a signal 2. a person’s nose, especially a large one 3. an offensive word for a woman’s breast"
hop,noun,"1. a short jump by a person on one foot 2. a short jump by an animal or a bird with all or both feet together 3. a short journey, especially by plane"
hop,verb,1. to move by jumping on one foot 2. to move by jumping with all or both feet together 3. to go or move somewhere quickly and suddenly
hopeful,noun,a person who wants to succeed at something
hopscotch,noun,a children’s game played on a pattern of squares marked on the ground. Each child throws a stone into a square then hops (= jumps on one leg) and jumps along the empty squares to pick up the stone again.
horn,noun,"1. a hard pointed part that grows, usually in pairs, on the heads of some animals, such as sheep and cows. Horns are often curved. 2. the hard substance of which animal horns are made 3. a device in a vehicle for making a loud sound as a warning or signal"
hornbill,noun,a tropical bird with a very large curved beak
hornet,noun,1. a large wasp (= a black and yellow flying insect) that has a very powerful sting 2. a difficult situation in which a lot of people get very angry
horology,noun,1. the study and measurement of time 2. the art of making clocks and watches
horrid,adjective,very unpleasant or unkind
horror-struck,adjective,suddenly feeling very shocked or frightened 
horse-trading,noun,1. the activity of buying and selling horses 2. the activity of discussing business with somebody using clever or secret methods in order to reach an agreement that suits you
horsebox,noun,"a vehicle for transporting horses in, sometimes pulled behind another vehicle"
horsepower,noun,a unit for measuring the power of an engine
horseradish,noun,"1. a hard white root vegetable that has a taste like pepper 2. a sauce made from horseradish, that is eaten with meat"
horticulture,noun,"the study or practice of growing flowers, fruit and vegetables"
hosiery,noun,"used especially in shops as a word for tights, stockings and socks"
hospice,noun,a hospital for people who are dying
hospitalist,noun,a doctor who cares for patients in a hospital
host,noun,"1. a person who invites guests to a meal, a party, etc. or who has people staying at their house 2. a country, a city or an organization that holds and arranges a special event 3. a person who introduces a television or radio show, and talks to guests"
hostelry,noun,a pub or hotel
hostess,noun,"1. a woman who invites guests to a meal, a party, etc.; a woman who has people staying at her home 2. a woman who is employed to welcome and entertain people at a nightclub 3. a woman who introduces and talks to guests on a television or radio show"
hostile,adjective,1. aggressive or unfriendly and ready to argue or fight 2. strongly rejecting something 3. making it difficult for something to happen or to be achieved
hot,adjective,1. having a high temperature; producing heat 2. feeling heat in an unpleasant or uncomfortable way 3. making you feel hot
hot-blooded,adjective,having strong emotions and easily becoming very excited or angry
hot-dog,verb,"to perform clever or dangerous tricks, especially while skiing, snowboarding or surfing"
hot-tempered,adjective,tending to become very angry easily
hot-wire,verb,"to start the engine of a vehicle by using a piece of wire instead of a key, usually in order to steal the vehicle"
hotelier,noun,a person who owns or manages a hotel
hothouse,noun,"1. a heated building, usually made of glass, used for growing plants that need special conditions 2. a place or situation that encourages the rapid development of somebody/something, especially ideas and emotions"
hotline,noun,1. a special phone line that people can use in order to get information or to talk about something 2. a direct phone line between the heads of government in different countries
hotplate,noun,"a flat, heated metal surface, for example on a cooker, that is used for cooking food or for keeping it hot"
hotshot,noun,a person who is extremely successful in their career or at a particular sport
hotshot,adjective,"extremely successful, especially in a career or at a particular sport"
hotspot,noun,"1. a place where fighting is common, especially for political reasons 2. a place with a particular kind of danger or problem 3. a place where there is a lot of activity or entertainment"
houmous,noun,"a type of food, originally from the Middle East, that is a soft mixture of chickpeas, sesame seeds, oil, lemon juice and garlic"
hound,noun,"a dog that can run fast and has a good sense of smell, used for hunting"
house,noun,"1. a building for people to live in, usually for one family 2. all the people living in a house 3. a building used for a particular purpose, for example for holding meetings in or keeping animals or goods in"
house-broken,adjective,trained to defecate and urinate outside the house or in a special box
house-sit,verb,to live in somebody’s house while they are away in order to take care of it for them
house-trained,adjective,trained to defecate and urinate outside the house or in a special box
housebound,adjective,1. unable to leave your house because you cannot walk very far as a result of being ill or old 2. people who are housebound
housebreaker,noun,"a person who enters a house illegally by using force, in order to steal things from it"
housebreaking,noun,"the crime of entering a house illegally by using force, in order to steal things from it"
housekeeper,noun,"1. a person, usually a woman, whose job is to manage the shopping, cooking, cleaning, etc. in a house or an institution 2. a person whose job is to manage the cleaning of rooms in a hotel"
housekeeping,noun,"1. the work involved in taking care of a house, especially shopping and managing money 2. the department in a hotel, a hospital, an office building, etc. that is responsible for cleaning the rooms, etc. 3. the money used to buy food, cleaning materials and other things needed for taking care of a house"
housemaster,noun,"a male teacher in charge of a group of children (called a house) in a school, especially a private school"
hovel,noun,a house or room that is not fit to live in because it is dirty or in very bad condition
howzat,exclamation,used in cricket to tell the umpire that you think the other team’s batsman is out
hubcap,noun,a round metal cover that fits over the hub of a vehicle’s wheel
hubris,noun,"the fact of being too proud. In literature, a character with this quality ignores warnings and laws and this usually results in their downfall and death."
huckleberry,noun,a small soft round purple North American fruit. The bush it grows on is also called a huckleberry.
huddle,noun,"1. a small group of people, objects or buildings that are close together, especially when they are not in any particular order 2. a time when the players gather round to hear the plan for the next part of the game 3. to move close to somebody so that you can talk about something without other people hearing"
hue,noun,1. a colour; a particular shade of a colour 2. a type of belief or opinion 3. strong public protest about something
huff,verb,1. to say something or make a noise in a way that shows you are offended or annoyed 2. to breathe in a noisy way because you are very tired 3. to make it obvious that you are annoyed about something without doing anything to change the situation
huge,adjective,1. extremely large in size or amount; great in degree 2. very successful
hulk,noun,1. the main part of an old vehicle or large structure that is no longer used 2. an old ship kept in one place and used as a prison 3. a large heavy person
hull,noun,"the main, bottom part of a ship, that goes in the water"
humanism,noun,a system of thought that considers that solving human problems with the help of reason is more important than religious beliefs. It emphasizes the fact that the basic nature of humans is good.
humanist,adjective,believing in or based on humanism (= a system of thought that considers that solving human problems with the help of reason is more important than religious beliefs)
humanist,noun,a person who believes in humanism (= a system of thought that considers that solving human problems with the help of reason is more important than religious beliefs)
humanistic,adjective,believing in or based on humanism (= a system of thought that considers that solving human problems with the help of reason is more important than religious beliefs) 
humdrum,adjective,boring and always the same
humerus,noun,the large bone in the top part of the arm between the shoulder and the elbow
hummingbird,noun,"a small brightly coloured bird that lives in warm countries and that can stay in one place in the air by beating its wings very fast, making a continuous low sound (= a humming sound)"
hummus,noun,"a type of food, originally from the Middle East, that is a soft mixture of chickpeas, sesame seeds, oil, lemon juice and garlic"
humorist,noun,a person who is famous for writing or telling funny stories and jokes
humour,verb,"to agree with somebody’s wishes, even if they seem unreasonable, in order to keep the person happy"
hump,noun,"1. a large mass that sticks out above the surface of something, especially the ground 2. a large curved part on the back of some animals, especially camels 3. a round part that sticks out on the back of a person, caused by an unusual curve in the spine (= the row of bones in the middle of the back)"
humpback,noun,a large whale (= a very large sea animal) with a back that is like a hump in shape
hunch,verb,to bend the top part of your body forward and raise your shoulders and back
hundredweight,noun,a unit for measuring weight equal to 112 pounds in the UK and 100 pounds in the US. There are 20 hundredweight in a ton.
hungover,adjective,a person who is hungover is feeling ill because they drank too much alcohol the night before
hunted,adjective,"showing that somebody is very worried or frightened, as if somebody is following them and trying to catch them "
hunter,noun,1. a person who hunts wild animals for food or sport; an animal that hunts its food 2. a person who looks for and collects a particular kind of thing 3. a fast strong horse used in hunting foxes
hurdle,noun,1. each of a series of vertical frames that a person or horse jumps over in a race 2. a race in which runners or horses have to jump over hurdles 3. a problem or difficulty that must be solved or dealt with before you can achieve something
hurdler,noun,a person or horse that runs in races over hurdles
hurdy-gurdy,noun,a small musical instrument that is played by turning a handle with one hand and pressing keys with the other
hurling,noun,an Irish ball game similar to hockey played by two teams of 15 boys or men
husbandry,noun,"1. farming, especially when done carefully and well 2. the careful use of food, money and supplies"
husk,noun,"the dry outer layer that covers nuts, fruits and seeds, especially grain"
husky,noun,"a large strong dog with thick hair, used for pulling sledges across snow"
hustings,noun,"1. a meeting before an election at which candidates speak to voters 2. the political meetings, speeches, etc. that take place in the period before an election"
hustle,noun,"1. busy noisy activity of a lot of people in one place 2. a situation in which somebody uses dishonest or illegal methods in order to achieve something, usually to get money"
hustle,verb,"1. to make somebody move quickly by pushing them in a rough aggressive way 2. to force somebody to make a decision before they are ready or sure 3. to sell or obtain something, often illegally"
hustler,noun,1. a person who tries to trick somebody into giving them money 2. a person who works as a prostitute
hutch,noun,"1. a wooden box with a front made of wire, used for keeping rabbits or other small animals in 2. a large piece of wooden furniture with shelves in the top part and cupboards below, used for displaying and storing cups, plates, etc."
hyaena,noun,an African wild animal like a dog that hunts in groups or eats the meat of animals that are already dead and makes a sound like a human laugh
hydrant,noun,a pipe in the street through which water can be sent using a pump in order to put out fires or to clean the streets
hydrocortisone,noun,a hormone produced in the body that is used in drugs to help with diseases of the skin and muscles
hydrofoil,noun,a boat which rises above the surface of the water when it is travelling fast
hydrology,noun,"the scientific study of the earth’s water, especially its movement in relation to land"
hydropower,noun,electricity produced using the power of water
hydrospeed,noun,"the sport of jumping into a river that is flowing fast, wearing equipment that allows you to float"
hyena,noun,an African wild animal like a dog that hunts in groups or eats the meat of animals that are already dead and makes a sound like a human laugh
hymn,noun,"1. a religious song of praise to God or a god, especially one sung by Christians in church 2. if a film, book, etc. is a hymn to something, it praises it very strongly 3. to show that you are in agreement with each other by saying the same things in public"
hyper,adjective,excited and nervous; having too much nervous energy
hyperactivity,noun,"a state in which a person, especially a child, is too active and only able to keep quiet and still for short periods"
hyperbole,noun,"a way of speaking or writing that makes something sound better, more exciting, more dangerous, etc. than it really is"
hyperinflation,noun,"a situation in which prices rise very fast, causing damage to a country’s economy"
hypermarket,noun,"a very large shop located outside a town, that sells a wide range of goods"
hyperspace,noun,1. space that consists of more than three dimensions 2. a situation in which it is possible to travel faster than light
hypertension,noun,blood pressure that is higher than is normal
hypertensive,adjective,suffering from blood pressure that is higher than normal
hypertext,noun,text stored in a computer system that contains links that allow the user to move from one piece of text or document to another
hyperventilate,verb,to breathe too quickly because you are very frightened or excited
hypnotherapist,noun,a person who uses hypnosis to treat people who have physical or emotional problems
hypnotherapy,noun,a kind of treatment that uses hypnosis to help with physical or emotional problems
hypochondriac,adjective,worrying so much that you may be or become ill that it badly affects your life; affected by hypochondria
hypochondriac,noun,a person who worries so much that they may be or become ill that it badly affects their life; a person who has hypochondria
hypodermic,adjective,under the skin; for giving somebody an injection under the skin
hypodermic,noun,a medical instrument with a long thin needle that is used to give somebody an injection under their skin
hypotenuse,noun,the side opposite the right angle of a right-angled triangle
hypothalamus,noun,"an area in the central lower part of the brain that controls body temperature, hunger and the release of hormones"
hypothesize,verb,to suggest a way of explaining something when you do not definitely know about it; to form a hypothesis
hyrax,noun,an animal that looks like a rabbit but is related to the elephant and lives in desert country in Africa and Arabia
hysterics,noun,"1. an expression of extreme fear, excitement or anger that makes somebody lose control of their emotions and cry, laugh, etc. 2. wild laughter 3. to be extremely upset and angry"
iamb,noun,a unit of sound in poetry consisting of one weak or short syllable followed by one strong or long syllable
iambus,noun,a unit of sound in poetry consisting of one weak or short syllable followed by one strong or long syllable
ibex,noun,a mountain goat with long curved horns
ibis,noun,"a bird with a long neck, long legs and a long beak that curves downwards, that lives near water"
ice-blue,adjective,very pale blue in colour
icebreaker,noun,"1. a strong ship designed to break a way through ice, for example in the Arctic or Antarctic 2. a thing that you do or say, such as a game or a joke, to make people feel more relaxed, especially at the beginning of a meeting, party, etc."
icicle,noun,a pointed piece of ice that is formed when water freezes as it falls down from something such as a roof
icing,noun,"1. a sweet mixture of sugar and water, milk, butter or egg white that is used to cover and decorate cakes 2. something extra and not essential that is added to an already good situation or experience and that makes it even better"
icon,noun,"1. a small symbol on a computer or smartphone screen that represents a program or a file 2. a famous person or thing that people admire and see as a symbol of a particular idea, way of life, etc. 3. a painting or statue of a holy person that is also thought of as a holy object"
idealism,noun,"1. the belief that a perfect life, situation, etc. can be achieved, even when this is not very likely 2. the belief that our ideas are the only things that are real and that we can know about"
ident,noun,"1. a piece of music or a short film that is broadcast between programmes so that people can recognize a radio station or television channel 2. an act of showing, proving or recognizing who or what somebody/something is"
ideologue,noun,a person whose actions are influenced by belief in a set of principles (= by an ideology)
idiolect,noun,the way that a particular person uses language
idle,verb,"1. to spend time doing nothing important 2. to run slowly while the vehicle is not moving 3. to close a factory, etc. or stop providing work for the workers, especially temporarily"
idler,noun,a person who is lazy and does not work
idol,noun,1. a person or thing that is loved and admired very much 2. a statue that is worshipped as a god
idolatrous,adjective,1. connected with the practice of worshipping statues as gods 2. having or showing too much love or praise for somebody/something
idolatry,noun,1. the practice of worshipping statues as gods 2. too much love or praise for somebody/something
idolize,verb,"to admire or love somebody very much, possibly too much"
idyll,noun,"1. a happy and peaceful place, event or experience, especially one connected with the countryside 2. a short poem or other piece of writing that describes a peaceful and happy scene"
iffy,adjective,1. not in perfect condition; bad in some way 2. not certain
iftar,noun,the meal eaten by Muslims after the sun has set during Ramadan
ignition,noun,1. the electrical system of a vehicle that makes the fuel begin to burn to start the engine; the place in a vehicle where you start this system 2. the action of starting to burn or of making something burn
ignominious,adjective,"that makes, or should make, you feel ashamed"
ignominy,noun,public shame and loss of honour
iguana,noun,a large tropical American lizard (= a type of reptile)
ikon,noun,a painting or statue of a holy person that is also thought of as a holy object
ill-advised,adjective,not sensible; likely to cause difficulties in the future
ill-advisedly,adverb,in a way that is not sensible or is likely to cause difficulties in the future
ill-fated,adjective,"not lucky and ending sadly, especially in death or failure"
ill-omened,adjective,seeming likely to be unlucky or unsuccessful because there are a lot of unlucky signs relating to it
ill-starred,adjective,not lucky and likely to bring unhappiness or to end in failure
ill-tempered,adjective,"angry and rude or annoyed, especially when this seems unreasonable"
ill-treat,verb,to treat somebody in a cruel or unkind way
ill-treatment,noun,cruel or unkind treatment of somebody
illegal,noun,a person who lives or works in a country illegally
illegitimacy,noun,1. the fact of being born to parents who are not married to each other 2. the fact of not being allowed by a particular set of rules or by law
illegitimate,adjective,1. born to parents who are not married to each other 2. not allowed by a particular set of rules or by law
illegitimately,adverb,1. to parents who are not married to each other 2. in a way that is not allowed by a particular set of rules or by law
illicit,adjective,1. not allowed by the law  2. not approved of by the normal rules of society
illicitly,adverb,1. in a way that is not allowed by the law 2. in a way that is not approved of by the normal rules of society
illuminate,verb,"1. to shine light on something 2. to make something clearer or easier to understand 3. to decorate a street, building, etc. with bright lights for a special occasion"
illumine,verb,"1. to shine light on or in something 2. to make something clearer or easier to understand 3. to make a person’s face, etc. seem bright and excited"
illustrious,adjective,"very famous and much admired, especially because of what you have achieved"
imam,noun,1. a religious man who leads the prayers in a mosque 2. the title of a Muslim religious leader
immodest,adjective,1. having or showing a very high opinion of yourself and your abilities 2. that may shock people because it involves sex or attracts attention in a sexual way
impaired,adjective,1. not working as it normally would or as it does in most people 2. having a particular kind of disability
impairment,noun,"an injury, illness or condition that means that part of your body or brain does not work as it normally would or as it does in most people"
impassable,adjective,"impossible to travel on or through, especially because it is in bad condition or it has been blocked by something"
impasse,noun,a difficult situation in which no progress can be made because the people involved cannot agree what to do 
impasto,noun,1. a painting technique in which the paint is put on so thickly that it stands out from the surface 2. a picture painted using this method
impeach,verb,1. to charge an important public figure with a serious crime 2. to raise doubts about something
impeachment,noun,the act of charging an important public figure with a serious crime
imperfect,noun,the verb tense that expresses action in the past that is not complete. It is often called the past progressive or past continuous.
imperialism,noun,"1. a system in which one country controls other countries, often after defeating them in a war 2. the fact of a powerful country increasing its influence over other countries through business, culture, etc."
imperialist,noun,"a person, such as a politician, who supports imperialism"
imperialist,adjective,"1. connected with a system in which one country controls other countries, often after defeating them in a war 2. increasing its influence over other countries through business, culture, etc."
imperil,verb,to put something/somebody in danger
impermissible,adjective,that cannot be allowed
impertinence,noun,rude behaviour or comments that show no respect for somebody who is older or more important
impertinent,adjective,rude and not showing respect for somebody who is older or more important
implode,verb,1. to collapse into the centre 2. to fail suddenly and completely
implosion,noun,1. the act of collapsing into the centre 2. the sudden or complete failure of something
