english,tag,definition
loss,noun,1. the state of no longer having something or as much of something; the process that leads to this 2. money that has been lost by a business or an organization
lover,noun,1. a partner in a sexual relationship outside marriage 2. a person who likes or enjoys a particular thing
lunch,noun,1. a meal eaten in the middle of the day 2. behaving in a strange or confused way
lunch,verb,"to have lunch, especially at a restaurant"
luxury,adjective,expensive and of very high quality
luxury,noun,"1. the fact of enjoying special and expensive things, particularly food and drink, clothes and places 2. a thing that is expensive and pleasant but not essential"
mad,adjective,1. very stupid; not at all sensible 2. having a mental illness that makes somebody unable to think or behave normally
magic,adjective,1. having or using special powers to make impossible things happen or seem to happen 2. having a special quality that makes something seem wonderful
magic,noun,1. the secret power of appearing to make impossible things happen by saying special words or doing special things 2. the art of doing tricks that seem impossible in order to entertain people
mailman,noun,"a person whose job is to collect and deliver letters, etc."
mailwoman,noun,"a woman whose job is to collect and deliver letters, etc."
mainly,adverb,1. more than anything else; also used to talk about the most important reason for something 2. in most cases; used to talk about the largest part of a group of people or things
mall,noun,"a large building or covered area that has many shops, restaurants, etc. inside it"
man,noun,"1. an adult male human 2. humans as a group, both male and female "
management,noun,1. the activity of running and controlling a business or similar organization 2. the people who run and control a business or similar organization
market,verb,1. to advertise a product in a particular way in order to make people want it 2. to offer a product for sale
market,noun,"1. an occasion when people buy and sell goods; the open area or building where they meet to do this 2. business or trade, or the amount of trade in a particular type of goods"
marketing,noun,"the activity of presenting, advertising and selling a company’s products or services in the best possible way"
marriage,noun,1. the legal relationship between two people who are married to each other 2. the state of being married
mean,verb,1. to have something as a meaning in the same or another language 2. to have something as a meaning; to represent something
meanwhile,adverb,1. while something else is happening 2. in the period of time between two times or two events
measure,verb,"1. to find the size, quantity, etc. of something in standard units 2. to be a particular size, length, amount, etc."
measure,noun,"1. an official action that is done in order to achieve a particular aim 2. a unit used for stating the size, quantity or degree of something; a system or a scale of these units"
meat,noun,1. the soft part of an animal or a bird that can be eaten as food; a particular type of this 2. the important or interesting part of something
medal,noun,"1. a flat piece of metal, usually like a coin in shape, that is given to the winner of a competition or to somebody who has been brave, for example in war 2. used to say that you admire somebody because they have done something difficult or unpleasant"
medium,adjective,"1. in the middle between a larger and smaller size, amount, length, temperature, etc. 2. used to describe what will happen a long, short, etc. time in the future"
memorize,verb,to learn something carefully so that you can remember it exactly
mental,adjective,1. connected with or happening in the mind; involving the process of thinking 2. connected with the state of health of the mind or with the treatment of illnesses of the mind
mentally,adverb,connected with or happening in the mind
mention,noun,1. an act of referring to somebody/something in speech or writing 2. an act of acknowledging somebody/something as deserving praise
mess,noun,"1. a dirty or untidy state 2. a situation that is full of problems, usually because of a lack of organization or because of mistakes that somebody has made"
message,noun,"1. a written or spoken piece of information, etc. that you send to somebody or leave for somebody when you cannot speak to them yourself 2. a piece of information sent in electronic form, for example by email or mobile phone"
message,verb,"to send a text message, or a message through an instant messaging service, etc. to somebody"
microwave,noun,1. a type of oven that cooks or heats food very quickly using electromagnetic waves rather than heat 2. an electromagnetic wave that is shorter than a radio wave but longer than a light wave
microwave,verb,to cook or heat something in a microwave
midday,noun,12 o’clock in the middle of the day; the period around this time
mild,adjective,"1. not severe or strong 2. not very cold, and therefore pleasant"
milky,adjective,1. made of milk; containing a lot of milk 2. like milk
milligram,noun,a unit for measuring weight; a thousandth of a gram
millilitre,noun,a unit for measuring the volume of liquids and gases; a 1 000th of a litre
millimetre,noun,a unit for measuring length; a 1 000th of a metre
millionaire,noun,"a person who has a million pounds, dollars, etc.; a very rich person"
minister,noun,1. a senior member of the government who is in charge of a government department or a branch of one 2. a trained religious leader in some Christian churches
mint,noun,1. a plant whose leaves have a fresh smell and taste that are added to food and drinks and used in cooking as a herb. There are many types of mint. 2. a sweet that tastes of a type of mint called peppermint
minus,noun,"1. The symbol (−), used in mathematics 2. a negative quality; a disadvantage"
minus,preposition,1. used when you subtract (= take away) one number or thing from another one 2. used to express temperature below zero degrees
mix,noun,"1. a combination of different people or things 2. a combination of things that you need to make something, often sold as a powder to which you add water, etc."
mix,verb,"1. if two or more substances or things mix or you mix them, they combine, usually in a way that means they cannot easily be separated 2. to prepare something by combining two or more different substances"
mixture,noun,1. a combination of different things 2. a substance made by mixing other substances together
ml,abbreviation,millilitre
mm,abbreviation,(in writing) millimetre
model,verb,"1. to create a copy or description of an activity, a situation, etc. so that you can study it before dealing with the real thing 2. to represent something, especially in a diagram"
money,noun,"1. what you earn by working or selling things, and use to buy things 2. coins or paper notes"
mood,noun,1. the way you are feeling at a particular time 2. a period of being angry or impatient
moonlight,noun,"1. the light of the moon 2. to leave a place suddenly and secretly, especially at night, usually in order to avoid paying money that you owe to somebody"
mosquito,noun,a flying insect that bites humans and animals and drinks their blood. One type of mosquito can spread the disease malaria.
mother-in-law,noun,the mother of your husband or wife
moustache,noun,1. a line of hair that a man allows to grow on his upper lip 2. a very long moustache
move,noun,1. a change of place or position 2. an act of changing the place where you live or work
movie,noun,"1. a series of moving pictures recorded with sound that tells a story, watched at a movie theater or on a television or other device 2. when you go to the movies, you go to a movie theater to see a movie"
mud,noun,1. wet earth that is soft and sticky 2. not clear at all; not easy to understand
murder,noun,1. the crime of killing somebody deliberately 2. used to describe something that is difficult or unpleasant
murder,verb,1. to kill somebody deliberately and illegally 2. to change something good into something bad because you do not do it very well
murderer,noun,a person who has killed somebody deliberately and illegally
muscle,noun,1. a piece of body tissue that you make tight and relax in order to move a particular part of the body; the tissue that forms the muscles of the body 2. physical strength
musical,noun,a play or film in which part or all of the story is told using songs and often dancing
must,verb,1. used to say that something is necessary or very important (sometimes involving a rule or a law) 2. used to say that something is likely or logical
mystery,noun,1. something that is difficult to understand or to explain 2. a person or thing that is strange and interesting because you do not know much about them or it
nail,noun,"1. the thin hard layer covering the outer tip of the fingers or toes 2. a small thin pointed piece of metal with a flat head, used for joining pieces of wood together or hanging things on a wall"
narrative,adjective,describing events or telling a story
narrative,noun,"1. a description of events 2. the part of a novel that tells the story, rather than the dialogue"
nation,noun,"1. a country considered as a group of people with the same language, culture and history, who live in a particular area under one government 2. all the people in a country"
native,adjective,1. connected with the place where you were born and lived for the first years of your life 2. connected with the place where you have always lived or have lived for a long time
native,noun,"1. a person who was born in a particular country or area 2. a person who lives in a particular place, especially somebody who has lived there a long time"
naturally,adverb,"1. in a way that you would expect 2. without special help, treatment or action by somebody"
near,preposition,1. at a short distance away from somebody/something 2. a short period of time from something
necessarily,adverb,1. used to say that something cannot be avoided 2. used to say that something is possibly true but not definitely or always true
necklace,noun,"a piece of jewellery consisting of a chain, string of beads, etc. worn around the neck"
need,verb,"1. to require something/somebody because they are essential or very important, not just because you would like to have them 2. used to show what you should or have to do"
needle,noun,"1. a small thin piece of steel that you use for sewing, with a point at one end and a hole for the thread at the other 2. a long thin piece of plastic or metal with a point at one end that you use for knitting. You usually use two together."
negative,adjective,"1. bad or harmful 2. containing a word such as ‘no’, ‘not’, ‘never’, etc."
neighbourhood,noun,1. a district or an area of a town; the people who live there 2. the area that you are in or the area near a particular place
neither,adverb,1. used to show that a negative statement is also true of somebody/something else 2. used to show that a negative statement is true of two things
newsreader,noun,a person who reads the news on television or radio
next,noun,a person or thing that is next
nickname,noun,"an informal, often humorous, name for a person that is connected with their real name, their personality or appearance, or with something they have done"
night-time,noun,the time when it is dark
no-smoking,adjective,where people are not allowed to smoke
non-alcoholic,adjective,not containing any alcohol
non-smoking,adjective,1. where people are not allowed to smoke 2. who does not smoke
non-stop,adjective,1. without any stops 2. without any breaks or stops
nor,conjunction,1. and not 2. used before a positive verb to agree with something negative that has just been said
nor,adverb,1. and not 2. used before a positive verb to agree with something negative that has just been said
normal,noun,"1. the usual or average state, level or standard 2. a person who is ordinary or healthy "
north-eastern,adjective,connected with the north-east
north-western,adjective,connected with the north-west
northern,adjective,located in the north or facing north; connected with or typical of the north part of the world or a region
nose,noun,"1. the part of the face that sticks out above the mouth, used for breathing and smelling things 2. having the type of nose mentioned"
note,verb,1. to notice or pay careful attention to something 2. to mention something because it is important or interesting
note,noun,1. a short piece of writing to help you remember something 2. a short informal letter
noun,noun,"a word that refers to a person (such as Ann or doctor), a place (such as Paris or city) or a thing, a quality or an activity (such as plant, joy or tennis)"
now,conjunction,because the thing mentioned is happening or has just happened
nuclear,adjective,"1. using, producing or resulting from nuclear energy 2. connected with weapons that use nuclear energy"
object,noun,"1. a thing that can be seen and touched, but is not alive 2. a person or thing that somebody desires, studies, pays attention to, etc."
obvious,adjective,1. easy to see or understand 2. that most people would think of or agree to
obviously,adverb,1. used when giving information that you expect other people to know already or agree with 2. used to say that a particular situation or fact is easy to see or understand
occasion,noun,"1. a particular time when something happens 2. a special event, ceremony or celebration"
occur,verb,1. to happen 2. to exist or be found somewhere
odd,adjective,1. strange or unusual 2. strange or unusual in the way mentioned
off,noun,the start of a race
official,adjective,"1. agreed to, said, done, etc. by somebody who is in a position of authority 2. connected with the job of somebody who is in a position of authority"
old-fashioned,adjective,1. not modern; no longer fashionable 2. believing in old or traditional ways; having traditional ideas
olive,noun,"1. a small green or black fruit with a strong taste, which is eaten or used for its oil 2. a tree on which olives grow"
once,conjunction,as soon as; when
one-way,adjective,"1. moving or allowing movement in only one direction 2. a one-way ticket, etc. can be used for travelling to a place but not back again"
op,noun,1. a medical operation 2. the department in a company that manages the way it produces goods or delivers services and makes sure its business practices are efficient
opera,noun,1. a dramatic work in which all or most of the words are sung to music; works of this type as an art form or entertainment 2. a company that performs opera; a building in which operas are performed
operation,noun,1. the process of cutting open a part of a person’s body in order to remove or repair a damaged part 2. an organized activity that involves several people
opinion,noun,"1. your feelings or thoughts about somebody/something, rather than a fact 2. the beliefs or views of a group of people"
organized,adjective,1. involving large numbers of people who work together to do something in a way that has been carefully planned 2. arranged or planned well or in the way mentioned
organizer,noun,a person who makes the arrangements for something
original,noun,"1. a document, work of art, etc. produced for the first time, from which copies are later made 2. a person who thinks, behaves, dresses, etc. in an unusual way"
originally,adverb,"used to describe the situation that existed at the beginning of a particular period or activity, especially before something was changed"
ought,verb,1. used to say what is the right thing to do 2. used to say what you expect or would like to happen
ours,noun,1. the one or ones that belong to us 2. our home
out,noun,"1. a way of avoiding having to do something 2. all the details, especially the complicated or difficult ones"
outdoor,adjective,"used, happening or located outside rather than in a building"
outdoors,adverb,"outside, rather than in a building"
outgoing,adjective,"1. liking to meet other people, enjoying their company and being friendly towards them 2. leaving the position of responsibility mentioned"
pack,noun,"1. a container, usually made of paper, that holds a number of the same thing or an amount of something, ready to be sold 2. a set of different things that are supplied together for a particular purpose"
package,noun,"1. something that is wrapped in paper or put into a thick envelope so that it can be sent by mail, carried easily, or given as a present 2. a box, bag, etc. in which things are wrapped or packed; the contents of a box, etc."
packaging,noun,1. materials used to wrap or protect goods that are sold in shops 2. the process of wrapping goods
painful,adjective,1. causing you pain 2. causing you to feel upset or embarrassed
painfully,adverb,"1. extremely, and in a way that makes you feel annoyed, upset, etc. 2. in a way that causes you physical or emotional pain"
painting,noun,1. a picture that has been painted 2. the act or art of using paint to produce pictures
pale,adjective,"1. having skin that is very light in colour; having skin that has less colour than usual because of illness, a strong emotion, etc. 2. light in colour; containing a lot of white"
pan,noun,including all of something; connected with the whole of something
pancake,noun,"1. a thin flat round cake made from a mixture of flour, eggs and milk that is fried on both sides, usually eaten hot for breakfast in the US, and in the UK either as a dessert with sugar, jam, etc. or as a main course with meat, cheese, etc. 2. thick make-up for the face, used especially in the theatre"
panel,noun,"1. a square or rectangular piece of wood, glass or metal that forms part of a larger surface such as a door or wall 2. a flat board in a vehicle or on a machine where the controls and instruments are fixed"
panties,noun,"1. a piece of women’s underwear that covers the body from the middle part to the tops of the legs 2. to become angry, confused or upset"
parents-in-law,noun,the parents of your husband or wife
part,noun,"1. some but not all of a thing 2. a section, piece or feature of something"
participate,verb,to take part in or become involved in an activity
particularly,adverb,especially; more than usual or more than others
pass,noun,"1. an official document or ticket that shows that you have the right to enter or leave a place, to travel on a bus or train, etc. 2. a successful result in an exam or test"
passion,noun,"1. a very strong feeling of love, hate, anger, enthusiasm, etc. 2. a very strong feeling of liking something; a hobby, an activity, etc. that you like very much"
passive,adjective,"1. accepting what happens or what people do without trying to change anything or oppose them 2. connected with the form of a verb used when the subject is affected by the action of the verb, for example He was bitten by a dog."
passive,noun,the form of a verb used when the subject is affected by the action of the verb
path,noun,1. a way or track that is built or is made by the action of people walking 2. a plan of action or a way of achieving something
payment,noun,1. the act of paying somebody/something or of being paid 2. a sum of money paid or expected to be paid
peaceful,adjective,"1. not involving a war, violence or argument 2. quiet and calm; not worried or upset in any way"
peanut,noun,1. a nut that grows underground in a thin shell 2. a very small amount of money
pear,noun,a yellow or green fruit that is narrow at the top and wide at the bottom
pepper,noun,"1. a powder made from dried berries (called peppercorns), used to give a hot, spicy taste to food 2. a hollow fruit, usually red, green or yellow, eaten as a vegetable either raw or cooked"
percentage,noun,"1. the number, amount or rate of something, expressed as if it is part of a total that is 100; a part or share of a whole 2. a share of the profits of something"
perfectly,adverb,1. completely 2. in a perfect way
performance,noun,"1. the act of performing a play, concert or some other form of entertainment 2. the way a person performs in a play, concert, etc."
performer,noun,"1. a person who performs for an audience in a show, concert, etc. 2. a person or thing that behaves or works in the way mentioned"
period,noun,1. a particular length of time 2. a length of time in the life of a particular person or in the history of a particular country
personally,adverb,1. used to show that you are giving your own opinion about something 2. by a particular person rather than by somebody acting for them
persuade,verb,1. to make somebody do something by giving them good reasons for doing it 2. to make somebody believe that something is true
phobia,noun,1. a strong unreasonable fear of something 2. (in nouns) a strong unreasonable fear of or feeling of hate for a particular thing
photographer,noun,"a person who takes photographs, especially as a job"
photography,noun,"the art, process or job of taking photographs or filming something"
physically,adverb,1. in a way that is connected with a person’s body rather than their mind 2. according to the laws of nature or what is likely
physicist,noun,a scientist who studies physics
picnic,noun,"1. an occasion when people pack a meal and take it to eat outdoors, especially in the countryside 2. the meal, usually consisting of sandwiches, salad and fruit, etc. that you take with you when you go on a picnic"
pig,noun,"1. an animal with pink, black or brown skin, short legs, a broad nose and a short curly tail. Pigs are kept on farms for their meat (called pork) or live in the wild. 2. a person who you find unpleasant or offensive; a person who you think is dirty or greedy"
pin,verb,"1. to attach something onto another thing or fasten things together with a pin, etc. 2. to make somebody unable to move by holding them or pressing them against something"
pin,noun,"1. a short thin piece of stiff wire with a sharp point at one end and a round head at the other, used especially for fastening together pieces of cloth when sewing 2. a short thin piece of stiff wire with a sharp point at one end and an item of decoration at the other, worn as jewellery"
pineapple,noun,"1. a large tropical fruit with thick rough skin and stiff leaves on top, that is sweet and yellow inside with a lot of juice  2. a situation in which somebody is treated badly or unfairly"
pipe,noun,"1. a tube through which liquids and gases can flow 2. a narrow tube with a bowl at one end, used for smoking tobacco"
place,noun,"1. a particular position, point or area 2. a particular city, town, building, etc."
place,verb,"1. to put something in a particular place, especially when you do it carefully or deliberately 2. used to express the attitude somebody has towards something/somebody"
plan,noun,"1. something that you intend to do or achieve 2. a set of things to do in order to achieve something, especially one that has been considered in detail in advance"
planning,noun,"1. the act or process of making plans for something 2. the control of the development of towns and their buildings, roads, etc. so that they can be pleasant and convenient places for people to live in"
plant,noun,"1. a living thing that grows in the earth and usually has a stem, leaves and roots, especially one that is smaller than a tree or bush 2. a factory or place where power is produced or an industrial process takes place"
plant-based,adjective,"used to describe food or a diet that consists mainly or entirely of foods from plants, such as fruit, vegetables, nuts and grains"
play,noun,"1. a piece of writing performed by actors in a theatre or on television or radio 2. things that people, especially children, do for pleasure rather than as work"
playground,noun,"1. an outdoor area where children can play, especially at a school or in a park 2. a place where a particular type of people go to enjoy themselves"
pleasant,adjective,"1. fun, attractive, or giving pleasure 2. friendly and polite"
pleasure,noun,"1. a state of feeling or being happy or satisfied  2. the activity of enjoying yourself, especially in contrast to working"
plenty,noun,a large amount; as much or as many as you need
plot,noun,"1. the series of events that form the story of a novel, play, film, etc. 2. a secret plan made by a group of people to do something wrong or illegal"
plus,preposition,1. used when the two numbers or amounts mentioned are being added together 2. as well as something/somebody; and also
plus1,preposition,1. used when the two numbers or amounts mentioned are being added together 2. as well as something/somebody; and also
podcast,noun,a digital audio file that can be taken from the internet and played on a computer or a device that you can carry with you
poem,noun,"a piece of writing in which the words are chosen for their sound and the images they suggest, not just for their obvious meanings. The words are arranged in separate lines, usually with a repeated rhythm, and often the lines rhyme at the end."
poet,noun,a person who writes poems
poetry,noun,"1. poems in general; poems as a genre of literature 2. a quality of beauty, style and feeling"
point,verb,1. to stretch out your finger or something held in your hand towards somebody/something in order to show somebody where a person or thing is 2. to aim something at somebody/something
poison,verb,1. to harm or kill a person or an animal by giving them poison 2. to put poison in or on something
poison,noun,"1. a substance that causes death or harm if it gets into the body 2. an idea, a feeling, etc. that is extremely harmful"
poisonous,adjective,1. causing death or illness if swallowed or taken into the body 2. producing a poison that can cause death or illness if the animal or insect bites you
policy,noun,"1. a plan of action agreed or chosen by a political party, a business, etc. 2. a principle that you believe in that influences how you behave; a way in which you usually behave"
political,adjective,"1. connected with the state, government or public affairs 2. connected with the different groups working in politics, especially their policies and the competition between them"
politically,adverb,in a way that is connected with politics
politician,noun,"1. a person whose job involves politics, especially as an elected member of parliament, etc. 2. a person who is good at using different situations in an organization to try to get power or advantage for himself or herself"
politics,noun,"1. the activities involved in getting and using power in public life, and being able to influence decisions that affect a country or a society 2. matters connected with getting or using power within a particular group or organization"
pollute,verb,"to add dirty or harmful substances to land, air, water, etc. so that it is no longer pleasant or safe to use"
poor,adjective,1. having very little money; not having enough money for basic needs 2. people who have very little money
port,noun,"1. a town or city with a harbour, especially one where ships load and unload goods 2. a place where ships load and unload goods or shelter from storms"
portrait,noun,"1. a painting, drawing or photograph of a person, especially of the head and shoulders 2. a detailed description of somebody/something"
positively,adverb,"1. used to emphasize the truth of a statement, especially when this is surprising or when it contrasts with a previous statement 2. in a way that shows you are thinking of the good things about a situation, not the bad"
possibly,adverb,"1. used to say that something might exist, happen or be true, but you are not certain 2. used with can/could to emphasize that you are surprised, annoyed, etc. about something"
postman,noun,"a man whose job is to collect and deliver letters, etc."
pot,noun,"1. a deep round container used for cooking things in 2. a container made of glass, clay or plastic, used for storing food in"
pound,noun,"1. the unit of money in the UK, worth 100 pence 2. the unit of money of several other countries"
pour,verb,"1. to make a liquid or other substance flow from a container in a continuous stream, especially by holding the container at an angle 2. to serve a drink by letting it flow from a container into a cup or glass"
poverty,noun,1. the state of being poor 2. a lack of something; poor quality
powder,noun,"1. a dry mass of very small fine pieces or grains 2. a very fine, soft, dry substance that you can put on your face to make it look smooth and dry"
powerful,adjective,1. being able to control and influence people and events 2. having great power or force; very effective
practical,adjective,1. connected with real situations rather than with ideas or theories 2. right or sensible; likely to be successful
pray,verb,"1. to speak to God, especially to give thanks or ask for help 2. to hope very much that something will happen"
prayer,noun,1. words that you say to God giving thanks or asking for help 2. a fixed form of words that you can say when you speak to God
prediction,noun,a statement that says what you think will happen; the act of making such a statement
prefix,noun,"1. a letter or group of letters added to the beginning of a word to change its meaning, such as un- in unhappy and pre- in preheat 2. a word, letter or number that is put before another"
prepared,adjective,1. ready and able to deal with something 2. willing to do something
prepositional,adjective,connected with a preposition or prepositions
presentation,noun,"1. a meeting at which something, especially a new product or idea, or piece of work, is shown to a group of people 2. the act of showing something or of giving something to somebody"
presenter,noun,1. a person who introduces the different sections of a radio or television programme 2. a person who makes a speech or talks to an audience about a particular subject
press,noun,1. newspapers and magazines 2. the journalists and photographers who work for newspapers and magazines
press,verb,"1. to push part of a device, etc. in order to make it work 2. to push something closely against something; to be pushed in this way"
pressure,noun,1. the act of trying to persuade or to force somebody to do something 2. difficulties and worries that are caused by the need to achieve or to behave in a particular way
pretend,verb,"1. to behave in a particular way, in order to make other people believe something that is not true 2. to imagine that something is true as part of a game"
preview,verb,"1. to see a film, a television programme, etc. before it is shown to the general public and write an account of it for a newspaper or magazine 2. to give somebody a short account of something that is going to happen, be studied, etc."
preview,noun,"1. an occasion at which you can see a film, a show, etc. before it is shown to the general public 2. a description in a newspaper or a magazine that tells you about a film, a television programme, etc. before it is shown to the public"
previous,adjective,1. happening or existing before the event or object that you are talking about 2. immediately before the time you are talking about
previously,adverb,at a time before the time that you are talking about
priest,noun,"1. a person who is qualified to perform religious duties and ceremonies in the Roman Catholic, Anglican and Orthodox Churches 2. a person who performs religious ceremonies in some religions that are not Christian"
primary,adjective,1. connected with the education of children between the ages of about five and eleven 2. main; most important; basic
prince,noun,"1. a male member of a royal family who is not king, especially the son or grandson of the king or queen 2. the male ruler of a small country or state that has a royal family; a male member of this family, especially the son or grandson of the ruler"
princess,noun,"1. a female member of a royal family who is not a queen, especially the daughter or granddaughter of the king or queen 2. the wife of a prince"
printing,noun,"1. the act of producing letters, pictures, patterns, etc. on something by pressing a surface covered with ink (= coloured liquid for printing, drawing, etc.) against it 2. the act of printing a number of copies of a book at one time"
prisoner,noun,"1. a person who is kept in prison as a punishment, or while they are waiting for trial 2. a person who has been captured, for example by an enemy, and is being kept somewhere"
private,adjective,"1. belonging to or for the use of a particular person or group; not for public use 2. intended for or involving a particular person or group of people, not for people in general or for others to know about"
producer,noun,"1. a person, a company or a country that grows or makes food, goods or materials 2. a person who is in charge of the practical and financial aspects of making a film or play"
production,noun,"1. the process of growing or making food, goods or materials, especially large quantities 2. the quantity of goods that is produced"
profession,noun,"1. a type of job that needs special training or skill, especially one that needs a high level of education 2. all the people who work in a particular type of profession"
profit,noun,"1. the money that you make in business or by selling things, especially after paying the costs involved 2. the advantage that you get from doing something"
profit,verb,to get something useful from a situation; to be useful to somebody or give them an advantage
program,verb,"1. to give a computer, etc. a set of instructions to make it perform a particular task 2. to plan for something to happen, especially as part of a series of planned events"
programme,noun,1. something that people watch on television or listen to on the radio 2. a plan of things that will be done or included in the development of something
programmer,noun,a person whose job is writing computer programs
progressive,adjective,"1. in favour of new ideas, modern methods and change 2. happening or developing steadily"
promote,verb,"1. to help sell a product, service, etc. or make it more popular by advertising it or offering it at a special price 2. to help something to happen or develop"
proper,adjective,"1. right, appropriate or correct; according to the rules 2. that you consider to be real and of a good enough standard"
properly,adverb,1. in a way that is correct and/or appropriate 2. in a way that is socially or morally acceptable
property,noun,1. a thing or things that are owned by somebody; a possession or possessions 2. land and buildings
protest,noun,1. the expression of strong dislike of or opposition to something; a statement or an action that shows this  2. unwillingly and after expressing disagreement
protest,verb,"1. to say or do something to show that you disagree with something or think it is bad, especially publicly 2. to state clearly that something is true, especially when you have been accused of something or when other people do not believe you"
proud,adjective,"1. feeling pleased and satisfied about something that you own or have done, or are connected with 2. causing somebody to feel proud"
prove,verb,"1. to use facts, evidence, etc. to show that something is true 2. if something proves dangerous, expensive, etc. or if it proves to be dangerous, etc., you discover that it is dangerous, etc. over a period of time"
publisher,noun,"a person or company that prepares and prints books, magazines, newspapers or electronic products and makes them available to the public"
pull,noun,1. an act of trying to make something move by taking hold of it and using force to bring it towards you 2. a strong physical force that makes something move in a particular direction
punish,verb,1. to make somebody suffer because they have broken the law or done something wrong 2. to set the punishment for a particular crime
punishment,noun,1. an act or a way of punishing somebody 2. rough treatment
push,noun,1. an act of pushing something/somebody 2. a large and determined military attack
pyjamas,noun,a loose jacket and trousers worn in bed
qualification,noun,1. an exam that you have passed or a course of study that you have successfully completed 2. a skill or type of experience that you need for a particular job or activity
qualified,adjective,1. having passed the exams or completed the training that are necessary in order to do a particular job; having the experience to do a particular job 2. having the practical knowledge or skills to do something
qualify,verb,"1. to reach the standard of ability or knowledge needed to do a particular job, for example by completing a course of study or passing exams 2. to give somebody the skills and knowledge they need to do something"
question,noun,"1. a sentence, phrase or word that asks for information 2. a task or request for information that is intended to test your knowledge or understanding, for example in an exam or a competition"
queue,verb,"1. to wait in a line of people, vehicles, etc. in order to do something, get something or go somewhere 2. to add tasks to other tasks so that they are ready to be done in order; to come together to be done in order"
queue,noun,"1. a line of people, cars, etc. waiting for something or to do something 2. a list of items of data stored in a particular order"
quit,verb,"1. to leave your job, school, etc. 2. to stop doing something"
quotation,noun,"1. a group of words or a short piece of writing taken from a book, play, speech, etc. and repeated because it is interesting or useful 2. the act of repeating something interesting or useful that another person has written or said"
quote,noun,"1. a group of words or a short piece of writing taken from a book, play, speech, etc. and repeated because it is interesting or useful 2. a statement of how much money a particular piece of work will cost"
quote,verb,1. to repeat the exact words that another person has said or written 2. to mention an example of something to support what you are saying
racehorse,noun,a horse that is bred and trained to run in races
racing,noun,1. the sport of racing horses 2. any sport that involves competing in races
racket,noun,1. a loud unpleasant noise 2. a dishonest or illegal way of getting money
railroad,noun,"1. a track with rails on which trains run 2. a system of tracks, together with the trains that run on them, and the organization and people needed to operate them"
raincoat,noun,a long light coat that keeps you dry in the rain
rainfall,noun,the total amount of rain that falls in a particular area in a particular amount of time; an occasion when rain falls
rainstorm,noun,a heavy fall of rain
rainwater,noun,water that has fallen as rain
raise,noun,an increase in the money you are paid for the work you do
ranch,noun,"1. a large farm, especially in North America or Australia, where cows, horses, sheep, etc. are bred (= kept in order to produce young) 2. to risk everything you have on an investment, a bet, etc."
range,noun,1. a variety of things of a particular type 2. a set of products of a particular type
rare,adjective,"1. not done, seen, happening, etc. very often 2. existing only in small numbers and therefore valuable or interesting"
rarely,adverb,not very often
reaction,noun,"1. what you do, say or think as a result of something that has happened 2. a change in people’s attitudes or behaviour caused by disapproval of the attitudes, etc. of the past"
reality,noun,"1. the true situation and the problems that actually exist in life, in contrast to how you would like life to be 2. a thing that is actually experienced or seen, in contrast to what people might imagine"
receipt,noun,1. a piece of paper or an electronic document that shows that goods or services have been paid for 2. the act of receiving something
recommendation,noun,"1. an official suggestion about the best thing to do 2. the act of telling somebody that something is good or useful or that somebody would be suitable for a particular job, etc."
red-faced,adjective,"with a red face, especially because you are embarrassed or angry"
reference,noun,1. a thing you say or write that mentions somebody/something else; the act of mentioning somebody/something 2. the act of looking at something for information
reflect,verb,"1. to show the image of somebody/something on the surface of something such as a mirror, water or glass 2. to throw back light, heat, sound, etc. from a surface"
reflexive,adjective,a reflexive word or form of a word shows that the action of the verb affects the person who performs the action
refrigerator,noun,a piece of electrical equipment in which food is kept cold so that it stays fresh
regularly,adverb,1. at regular intervals or times  2. often
reject,verb,"1. to refuse to accept or consider something 2. to refuse to accept somebody for a job, position, etc."
relate,verb,1. show or make a connection between two or more things 2. to give a spoken or written report of something; to tell a story
related,adjective,1. connected with something/somebody in some way 2. in the same family
relation,noun,"1. the way in which two people, groups or countries behave towards each other or deal with each other 2. the way in which two or more things are connected"
relative,noun,1. a person who is in the same family as somebody else 2. a thing that belongs to the same group as something else
relative,adjective,"1. considered and judged by being compared with something else 2. referring to an earlier noun, sentence or part of a sentence"
relaxed,adjective,1. calm and not anxious or worried 2. calm and informal
relaxing,adjective,helping you to rest and become less anxious
release,noun,"1. the act of setting a person or an animal free; the state of being set free 2. the act of making a film, recording or other product available to the public"
release,verb,"1. to let somebody come out of a place where they have been kept or stuck and unable to leave or move 2. to stop holding something or stop it from being held so that it can move, fly, fall, etc. freely"
reliable,adjective,1. that can be trusted to do something well; that you can rely on 2. that is likely to be correct or true
religion,noun,"1. the belief in the existence of a god or gods, and the activities that are connected with the worship of them, or in the teachings of a spiritual leader 2. one of the systems of faith that are based on the belief in the existence of a particular god or gods, or in the teachings of a spiritual leader"
religious,adjective,1. connected with religion or with a particular religion 2. believing strongly in a particular religion and obeying its laws and practices
remain,verb,"1. to continue to be something; to be still in the same state or condition 2. to still be present after the other parts have been removed, used, etc.; to continue to exist"
remind,verb,"to help somebody remember something, especially something important that they must do"
remote,adjective,1. far away from places where other people live 2. far away in time
renewable,adjective,1. that is replaced naturally or controlled carefully and can therefore be used without the risk of using it all up 2. that can be made legally acceptable for a further period of time after it has finished
rent,noun,"1. an amount of money that you regularly pay so that you can use a house, room, etc. 2. the amount of money that you pay to use something for a particular period of time"
