english,tag,definition
legacy,noun,"1. money or property that is given to you by somebody when they die 2. a situation that exists now because of events, actions, etc. that took place in the past"
legible,adjective,clear enough to read
leonine,adjective,like a lion
lethargy,noun,the state of not having any energy or enthusiasm for doing things
leviathan,noun,1. (in the Bible) a very large sea monster 2. a very large and powerful thing
levity,noun,behaviour that shows a lack of respect for something serious and that treats it with humour
levy,verb,"to use official authority to demand and collect a payment, tax, etc."
lewd,adjective,referring to or involving sex in a rude and offensive way
lexicography,noun,the theory and practice of writing dictionaries
lexicon,noun,"1. all the words and phrases used in a particular language or subject; all the words and phrases used and known by a particular person or group of people 2. a list of words on a particular subject or in a language in alphabetical order 3. a dictionary, especially one of an ancient language, such as Greek or Hebrew"
liberate,verb,1. to free a country or a person from the control of somebody else 2. to free somebody from something that limits their control over and pleasure in their own life
liege,adjective,a king or lord
lien,noun,the right to keep somebody’s property until a debt is paid
lieu,noun,instead of
lifelike,adjective,exactly like a real person or thing
lifelong,adjective,lasting or existing all through your life
ligature,noun,"something that is used for tying something very tightly, for example to stop the loss of blood from a wound"
light-hearted,adjective,1. intended to be fun rather than too serious 2. cheerful and without problems
likelihood,noun,the chance of something happening; how likely something is to happen
liking,noun,"1. the feeling that you like somebody/something; the pleasure in something 2. if you say, for example, that something is too hot for your liking, you mean that you would prefer it to be less hot 3. suitable, and how you like something"
linear,adjective,1. of or in lines 2. going from one thing to another in a single series of stages
lingo,noun,"1. a language, especially a foreign language 2. expressions used by a particular group of people"
lingua,noun,a language that is used among people who speak various different languages
lingual,adjective,1. related to the tongue 2. related to speech or language 3. produced using the tongue
linguist,noun,1. a person who knows several foreign languages well 2. a person who studies languages or linguistics
liniment,noun,"a liquid, especially one made with oil, that you rub on a painful part of your body to reduce the pain"
liquefy,verb,to become liquid; to make something liquid
listless,adjective,having no energy or enthusiasm
literal,adjective,"1. being the most basic meaning of a word or phrase, rather than an extended or poetic meaning 2. that follows the original words exactly 3. not having or showing any imagination"
lithograph,noun,a picture printed by lithography
litigious,adjective,too ready to take arguments to court
littoral,adjective,near the coast; connected with the coast
liturgy,noun,"a fixed form of prayers and actions used in public worship in some religions, especially Christianity"
livelihood,noun,a means of earning money in order to live
loath,adjective,not willing to do something
locomotion,noun,movement or the ability to move
lode,noun,a line of ore (= metal in the ground or in rocks)
logician,noun,a person who studies or has a lot of skill in logic
longevity,noun,long life; the fact of lasting a long time
loquacious,adjective,talking a lot
low-spirited,adjective,feeling sad or depressed
lowly,adverb,low in status or importance
lucid,adjective,"1. clearly expressed; easy to understand 2. able to think clearly, especially when somebody cannot usually do this"
ludicrous,adjective,unreasonable; that you cannot take seriously
luminary,noun,a person who is an expert or a great influence in a special area or activity
luminescent,adjective,producing light
luminescence,noun,a quality in something that produces light
luminosity,noun,1. the fact of shining in the dark; the ability to give out light 2. a clear and beautiful quality that something has
lunacy,noun,1. behaviour that is stupid or crazy 2. mental illness
luscious,adjective,"1. having a strong, pleasant taste 2. soft and deep or heavy in a way that gives you pleasure to feel, look at or hear 3. sexually attractive"
lustrous,adjective,soft and shining
luxuriance,noun,1. the fact of plants or hair growing thickly and strongly in a way that is attractive 2. the fact of being rich in something that is pleasant or beautiful
luxuriate,verb,to enjoy something that is appealingly rich or relaxing—usually + in
lying,noun,"the time when a woman lies in bed before, while, and after giving birth to a baby"
macrocosm,noun,"any large, complete structure that contains smaller structures, for example the universe"
madonna,noun,"1. the Virgin Mary, mother of Jesus Christ 2. a statue or picture of the Virgin Mary"
magician,noun,1. a person who can do magic tricks 2. a person who has magic powers
magisterial,adjective,1. having or showing power or authority 2. showing great knowledge or understanding 3. connected with a magistrate
magnificence,noun,the quality of being extremely attractive and impressive
maharaja,noun,"an Indian prince, especially one who ruled over one of the states of India in the past"
makeup,noun,"the way in which something is put together or arranged—often + of, the physical, mental, and moral character of a person, substances (such as lipstick or powder) used to make someones face look more attractive"
malcontent,noun,"a person who is not satisfied with a situation and who complains about it, or causes trouble in order to change it"
malevolence,noun,a desire to harm other people
malevolent,adjective,having or showing a desire to harm other people
malign,verb,to say bad things about somebody/something publicly
malleable,adjective,1. that can be hit or pressed into different shapes easily without breaking or cracking (= starting to split) 2. easily influenced or changed
mallet,noun,"1. a wooden tool with a long handle and a large head, used for hitting things 2. a piece of equipment with a long handle and a wooden head, used for hitting the ball in the games of croquet and polo"
maltreat,verb,to be very cruel to a person or an animal
mandatory,adjective,required by law
man-eater,noun,1. a wild animal that attacks and eats humans 2. a woman who has many sexual partners
mania,noun,"1. an extremely strong desire or enthusiasm for something, often shared by a lot of people at the same time 2. a mental illness in which somebody feels extremely active and excited with a lot of energy, may not feel like sleeping or eating, and may see or believe things that are not real"
manliness,noun,the qualities and physical features that are admired or expected in a man
mantel,noun,the shelf above a fireplace
mantle,noun,"1. the role and responsibilities of an important person or job, especially when they are passed on from one person to another 2. a layer of something that covers a surface"
manumission,noun,the act of releasing a person from slavery
martian,adjective,related to or coming from the planet Mars
martyrdom,noun,the painful experiences or death of a martyr
masquerade,noun,"1. a way of behaving that hides the truth or a person’s true feelings 2. a type of party where people wear special costumes and masks over their faces, to hide their identities"
massacre,noun,1. the killing of a large number of people especially in a cruel way 2. a very big defeat in a game or competition
mastery,noun,1. great knowledge about or understanding of a particular thing 2. control or power
materialize,verb,1. to take place or start to exist as expected or planned 2. to appear suddenly and/or in a way that cannot be explained
maudlin,adjective,"1. talking in a silly, emotional way, often feeling sorry for yourself 2. expressing or causing exaggerated emotions, especially in way that is not sincere"
mawkish,adjective,expressing or sharing emotion in a way that is exaggerated or embarrassing
maxim,noun,a well-known phrase that expresses something that is usually true or that people think is a rule for sensible behaviour
maze,noun,"1. a system of paths separated by walls or hedges built in a park or garden, that is designed so that it is difficult to find your way through 2. a complicated network of paths and passages"
mead,noun,"a sweet alcoholic drink made from honey and water, drunk especially in the past"
meager,adjective,"very small or too small in amount, not having enough of something (such as money or food) for comfort or happiness"
mealy-mouthed,adjective,not willing or honest enough to speak in a direct or open way about what you really think
mechanics,noun,"a science that deals with physical energy and forces and their effect on objects, the details about how something works or is done"
meddlesome,adjective,enjoying getting involved in situations that have nothing to do with them
medial,adjective,"located in the middle, especially of the body or of an organ"
mediocre,adjective,not very good; of only average standard
mellifluous,adjective,sounding sweet and smooth; very pleasant to listen to
memento,noun,a thing that you keep or give to somebody to remind you or them of a person or place
menagerie,noun,"a collection of wild animals kept in cages, etc. for people to see"
mendacious,adjective,not telling the truth
mendicant,noun,a member of a religious group who lives by asking people for money and food
mentality,noun,the particular attitude or way of thinking of a person or group
mercantile,adjective,connected with trade and commercial affairs
merciless,adjective,showing no sympathy or kind treatment
meretricious,adjective,"seeming attractive, but in fact having no real value"
mesmerize,verb,to have such a strong effect on you that you cannot give your attention to anything else
metallurgy,noun,the scientific study of metals and their uses
metamorphosis,noun,1. the process in which an insect or an amphibian (such as a frog) changes from its young form to its adult form in two or more separate stages 2. a process in which somebody/something changes completely into something different
metaphysical,adjective,"connected with the branch of philosophy that deals with the nature of existence, truth and knowledge"
metaphysics,noun,"the branch of philosophy that deals with the nature of existence, truth and knowledge"
mete,verb,
metronome,noun,a device that makes a regular sound like a clock and is used by musicians to help them keep the correct rhythm when playing a piece of music
metropolis,noun,"a large, important city (often the capital city of a country or region)"
microcosm,noun,"1. a thing, a place or a group that has all the features and qualities of something much larger 2. on a small scale"
micrometer,noun,"1. a unit for measuring length, equal to one millionth of a metre 2. a device used for measuring very small distances or spaces"
microscopic,adjective,1. extremely small and difficult or impossible to see without a microscope 2. using a microscope
microscopy,noun,"the use of microscopes to look at very small creatures, objects, etc."
mien,noun,a person’s appearance or manner that shows how they are feeling
migratory,adjective,"connected with, or having the habit of, regular migration"
mileage,noun,"1. the distance that a vehicle has travelled, measured in miles 2. the number of miles that a vehicle can travel using a particular amount of fuel"
militate,verb,
mimic,verb,"1. to copy the way somebody speaks, moves, behaves, etc., especially in order to make other people laugh 2. to look or behave like something else"
miniature,adjective,very small; much smaller than usual
minimize,verb,"1. to reduce something, especially something bad, to the lowest possible level 2. to try to make something seem less important than it really is 3. to make something small, especially on a computer screen"
minion,noun,an unimportant person in an organization who has to obey orders; a servant
mirage,noun,"1. an effect caused by hot air in deserts or on roads, that makes you think you can see something, such as water, which is not there 2. a hope or wish that you cannot make happen because it is not realistic"
misadventure,noun,"1. death caused by accident, rather than as a result of a crime 2. bad luck or a small accident"
misanthropic,adjective,hating and avoiding other people
misanthropy,noun,a feeling of hating people in general
misbehave,verb,to behave badly
miscount,verb,to count something wrongly
miscreant,noun,a person who has done something wrong or illegal
misdeed,noun,a bad or evil act
misdemeanor,noun,a crime that is not very serious : a crime that is less serious than a felony
mishap,noun,a small accident or piece of bad luck that does not have serious results
misinterpret,verb,to understand something/somebody wrongly
mislay,verb,"to put something somewhere and then be unable to find it again, especially for only a short time"
mismanage,verb,to deal with or manage something badly
misnomer,noun,a name or a word that is not appropriate or accurate
misogyny,noun,"a feeling of hate or dislike towards women, or a feeling that women are not as good as men"
misplace,verb,"to put something somewhere and then be unable to find it again, especially for a short time"
misrule,verb,bad government
missal,noun,"a book that contains the prayers, etc. that are used at Mass in the Roman Catholic Church"
missive,noun,"a letter, especially a long or an official one"
mistrust,verb,to have no confidence in somebody/something because you think they may be harmful; to not trust somebody/something
misunderstand,verb,to fail to understand somebody/something correctly
misuse,verb,1. to use something in the wrong way or for the wrong purpose 2. to treat somebody badly and/or unfairly
mitigate,verb,"to make something less harmful, serious, etc."
mnemonics,noun,"something (such as a word, a sentence, or a song) that helps people remember something (such as a rule or a list of names)"
moderation,noun,"1. the quality of being reasonable and not being extreme 2. the process of making sure that the same standards are used by different people in marking exams, etc. 3. the process of checking content that is added to a website and removing any material that is offensive"
modernity,noun,the condition of being new and modern
modernize,verb,"1. to make a system, methods, etc. more modern and more suitable for use at the present time 2. to start using modern equipment, ideas, etc."
modification,noun,the act or process of changing something in order to improve it or make it more acceptable; a change that is made
modish,adjective,fashionable
mollify,verb,to make somebody feel less angry or upset
momentary,adjective,lasting for a very short time
momentous,adjective,"very important or serious, especially because there may be important results"
monetary,adjective,"connected with money, especially all the money in a country"
monogamy,noun,1. the fact or custom of being married to only one person at a particular time 2. the practice or custom of having a sexual relationship with only one partner at a particular time
monogram,noun,"two or more letters, usually the first letters of somebody’s names, that are combined in a design and marked on items of clothing, etc. that they own"
monolith,noun,"1. a large single vertical block of stone, especially one that was shaped into a column by people living in ancient times, and that may have had some religious meaning 2. a single, very large organization that is very slow to change and not interested in individual people"
monosyllable,noun,"a word with only one syllable, for example, ‘it’ or ‘no’"
monotone,noun,a sound or way of speaking in which the tone and volume remain the same and therefore seem boring
monstrosity,noun,"something that is very large and very ugly, especially a building"
moonbeam,noun,a stream of light from the moon
morale,noun,"the amount of confidence and enthusiasm, etc. that a person or a group has at a particular time"
moratorium,noun,"a temporary stopping of an activity, especially by official agreement"
morbid,adjective,"1. having or expressing a strong interest in sad or unpleasant things, especially disease or death 2. connected with disease"
moribund,adjective,1. no longer effective and about to come to an end completely 2. in a very bad condition; dying
morphology,noun,"1. the form and structure of animals and plants, studied as a science 2. the forms of words, studied as a branch of linguistics"
motley,adjective,consisting of many different types of people or things that do not seem to belong together
motto,noun,"a short sentence or phrase that expresses the aims and beliefs of a person, a group, an institution, etc. and is used as a rule of behaviour"
mouthful,noun,1. an amount of food or drink that you put in your mouth at one time 2. a word or a phrase that is long and complicated or difficult to pronounce
muddle,verb,1. to put things in the wrong order or mix them up 2. to confuse somebody 3. to confuse one person or thing with another
muffle,verb,1. to make a sound quieter or less clear 2. to wrap or cover somebody/something in order to keep them/it warm
mulatto,noun,an offensive word for a person with one black parent and one white parent
muleteer,noun,a person who controls mules (= the animals) and makes them go in the right direction
multiplicity,noun,a great number and variety of something
mundane,adjective,not interesting or exciting
munificence,noun,the quality of being extremely generous
munificent,adjective,extremely generous
mutilate,verb,"1. to damage somebody’s body very severely, especially by cutting or tearing off part of it 2. to damage something very badly"
myriad,noun,an extremely large number of something
mystification,noun,a feeling of being confused because you do not understand something
nameless,adjective,1. having no name; whose name you do not know 2. whose name is kept secret 3. difficult or too unpleasant to describe
naphtha,noun,"a type of oil that starts burning very easily, used as fuel or in making chemicals"
narcissus,noun,"a plant with white or yellow flowers that appear in spring. There are many types of narcissus, including the daffodil."
nationality,noun,"1. the legal status of belonging to a particular nation 2. a group of people with the same language, culture and history who form part of a political nation"
nauseate,verb,1. to make somebody feel that they want to vomit 2. to make somebody feel full of horror
necessitate,verb,to make something necessary
necromancer,noun,a person who claims to communicate by magic with people who are dead
necropolis,noun,"a cemetery (= place where dead people are buried), especially a large one in an ancient city"
necrosis,noun,"the death of most or all of the cells in an organ or tissue caused by injury, disease or a loss of blood supply"
nectar,noun,1. a sweet liquid that is produced by flowers and collected by bees for making honey 2. a delicious drink 3. the thick juice of some fruits as a drink
needlework,noun,"things that are sewn by hand, especially for decoration; the activity of making things by sewing"
negate,verb,1. to stop something from having any effect 2. to state that something does not exist
neglectful,adjective,not giving enough care or attention to somebody/something
negligee,noun,a woman’s dressing gown made of very thin cloth
negligible,adjective,of very little importance or size and not worth considering
nemesis,noun,"1. the person or thing that causes somebody to lose their power, position, etc. and that cannot be avoided 2. a person or thing that has competed with somebody or been an enemy for a long time 3. punishment or defeat that is deserved and cannot be avoided"
neolithic,adjective,of the later part of the Stone Age
neophyte,adjective,1. a person who has recently started an activity 2. a person who has recently changed to a new religion 3. a person who has recently become a priest or recently entered a religious order
nestle,verb,"1. to sit or lie down in a warm or soft place 2. to put or hold somebody/something in a comfortable position in a warm or soft place 3. to be located in a position that is protected, sheltered or partly hidden"
neural,adjective,connected with a nerve or the nervous system
niggardly,adjective,"1. unwilling to be generous with money, time, etc. 2. not worth much and given unwillingly"
nocturnal,adjective,1. active at night 2. happening during the night
noiseless,adjective,making little or no noise
noisome,adjective,extremely unpleasant or offensive
nomad,adjective,a member of a community that moves with its animals from place to place
nominal,adjective,"1. being something in name only, and not in reality 2. very small and much less than the normal cost or charge 3. connected with a noun or nouns"
non-existent,noun,not existing; not real
nonchalance,noun,a calm and relaxed way of behaving; behaviour that gives the impression you are not feeling worried
non-combatant,noun,"1. a member of the armed forces who does not actually fight in a war, for example an army doctor 2. in a war, a person who is not a member of the armed forces"
nondescript,adjective,having no interesting or unusual features or qualities
nonpareil,noun,a person or thing that is better than others in a particular area of activity
normalcy,noun,a normal condition or situation : normality
norman,adjective,1. used to describe the style of architecture in Britain in the 11th and 12th centuries that developed from the Romanesque style 2. connected with the Normans (= the people from northern Europe who defeated the English in 1066 and then ruled the country)
nostrum,noun,"1. an idea that is intended to bring political or social improvement, but will probably not succeed 2. a medicine that is not made in a scientific way, and that is not effective"
noticeable,adjective,easy to see or notice; clear or definite
notorious,adjective,well known for being bad
noxious,adjective,poisonous or harmful
nuance,noun,"a very slight difference in meaning, sound, colour or somebody’s feelings that is not usually very obvious"
nugatory,adjective,having no purpose or value
nutritive,adjective,of or relating to nutrition
oaken,adjective,made of oak
oakum,noun,"a material obtained by pulling old rope to pieces, a job done in the past by prisoners, and used to fill holes in wooden ships"
obdurate,adjective,refusing to change your mind or your actions in any way
objector,noun,a person who objects to something
obligate,verb,to make (a person or organization) do something because the law requires it or because it is the right thing to do —usually used as (be) obligated
oblique,adjective,1. not expressed or done in a direct way 2. sloping at an angle 3. greater or less than 90°
obliterate,verb,"to remove all signs of something, either by destroying or covering it completely"
oblivion,noun,"1. a state in which you are not aware of what is happening around you, usually because you are unconscious or asleep 2. the state in which somebody/something has been forgotten and is no longer famous or important 3. a state in which something has been completely destroyed"
obnoxious,adjective,"extremely unpleasant, especially in a way that offends people"
obsequies,noun,ceremonies at a funeral
obsequious,adjective,"trying too hard to please somebody, especially somebody who is important"
observant,adjective,1. good at noticing things around you 2. careful to obey religious laws and customs
obsolescence,noun,the state of becoming old-fashioned and no longer useful
obsolescent,adjective,becoming old-fashioned and no longer useful
obsolete,adjective,no longer used because something new has been invented
obstetrician,noun,a doctor who is trained in obstetrics
obstinacy,noun,"the attitude of somebody who refuses to change their opinions, way of behaving, etc. when other people try to persuade them to; behaviour that shows this"
obstreperous,adjective,noisy and difficult to control
obtrude,verb,"to become or make something/yourself noticed, especially in a way that is not wanted"
obtrusive,adjective,easy to notice in an unpleasant way
obviate,verb,to remove a problem or the need for something
occident,noun,
occlude,verb,to cover or block something
occult,adjective,"1. connected with magic powers and things that cannot be explained by reason or science 2. everything connected with occult practices, etc."
occupant,noun,"1. a person who lives or works in a particular house, room, building, etc. 2. a person who is in a vehicle, seat, etc. at a particular time"
occurrence,noun,1. something that happens or exists 2. the fact of something happening or existing
octavo,noun,a size of a book page that is made by folding each sheet of paper into eight leaves (= 16 pages)
octogenarian,adjective,a person between 80 and 89 years old
ocular,adjective,1. connected with the eyes 2. that can be seen
oculist,noun,a doctor who examines and treats people’s eyes
oddity,noun,1. a person or thing that is strange or unusual 2. the fact of being strange or unusual
odious,adjective,extremely unpleasant
odium,noun,"a feeling of hate or dislike that a lot of people have towards somebody, because of something they have done"
odorous,adjective,having a smell
offhand,adverb,without being able to check something or think about it
officiate,verb,"1. to act as an official in charge of something, especially a sports event 2. to do the official duties at a public or religious ceremony"
officious,adjective,too ready to tell people what to do or to use the power you have to give orders
offshoot,noun,"1. a thing that develops from something, especially a small organization that develops from a larger one 2. a new stem that grows on a plant"
ogre,noun,1. (in stories) a cruel and frightening giant who eats people 2. a very frightening person
olfactory,adjective,connected with the sense of smell
olive-branch,noun,a symbol of peace; something you say or do to show that you wish to make peace with somebody
ominous,adjective,suggesting that something bad is going to happen in the future
omission,noun,1. the act of not including somebody/something or not doing something; the fact of not being included or done 2. a thing that has not been included or done
omnipotence,noun,total power; the ability to do anything
omnipotent,adjective,having total power; able to do anything
omniscience,noun,the quality of knowing everything
omniscient,adjective,knowing everything
omnivorous,adjective,"1. eating all types of food, especially both plants and meat 2. having wide interests in a particular area or activity"
onerous,adjective,needing great effort; causing trouble or worry
onrush,noun,a strong movement forward; the sudden development of something
onset,noun,"the beginning of something, especially something unpleasant"
onus,noun,the responsibility for something
opaque,adjective,1. not clear enough to see through or allow light through 2. difficult to understand; not clear
operetta,noun,"a short opera, usually with a humorous subject"
opprobrium,noun,"severe criticism of a person, country, etc. by a large group of people"
optic,noun,a device for measuring out exact amounts of strong alcoholic drinks in a bar
optics,noun,1. the scientific study of sight and light 2. the way in which an action or event is seen and understood by the public
optometry,noun,the job of measuring how well people can see and checking their eyes for disease
opulence,noun,a display of great wealth
opulent,adjective,1. made or decorated using expensive materials 2. extremely rich
oration,noun,"a formal speech made on a public occasion, especially as part of a ceremony"
orator,noun,a person who makes formal speeches in public or is good at public speaking
ordeal,noun,a difficult or unpleasant experience
ordnance,noun,1. large guns on wheels  2. military supplies and materials
orgies,noun,"a wild party and especially one in which many people have sex together, something that is done too much and in a wild way —often + of"
ornate,adjective,"covered with a lot of decoration, especially when this involves very small or complicated designs"
orthopedic,adjective,"used in the treatment of illnesses and injuries that affect bones and muscles, affecting bones or muscles"
orthopedist,noun,a branch of medicine that tries to prevent and correct problems that affect bones and muscles
ossify,verb,1. to become or make something fixed and unable to change 2. to become or make something hard like bone
ostentation,noun,"an exaggerated display of wealth, knowledge or skill that is made in order to impress people"
ostracism,noun,the act of deliberately not including somebody in a group or activity; the state of not being included
ostracize,verb,to refuse to let somebody be a member of a social group; to refuse to meet or talk to somebody
oust,verb,"to force somebody out of a job or position of power, especially in order to take their place"
out-and-out,adverb,in every way
outburst,noun,1. a sudden strong expression of an emotion 2. a sudden increase in a particular activity or attitude
outcast,noun,a person who is not accepted by society or by a particular group
outdo,verb,to do more or better than somebody else
outlandish,adjective,strange or extremely unusual
outlast,verb,to continue to exist or take part in an activity for a longer time than somebody/something
outlive,verb,1. to live longer than somebody 2. to continue to exist after something else has ended or disappeared
out-of-the-way,adjective,far from a town or city
outpost,noun,"1. a small military camp away from the main army, used for watching an enemy’s movements, etc. 2. a small town or group of buildings in a lonely part of a country"
outrageous,adjective,1. offensive and unacceptable 2. very unusual and intended to shock people slightly
outreach,verb,"the activity of an organization that provides a service or advice to people in the community, especially those who cannot or are unlikely to come to an office, a hospital, etc. for help"
outright,adverb,1. in a direct way and without trying to hide anything 2. clearly and completely 3. not gradually; immediately
outweigh,verb,to be greater or more important than something
overdo,verb,"1. to do something too much; to make something seem larger, better, worse or more important than it really is 2. to use too much of something"
overhang,noun,1. the part of something that sticks out over and above something else 2. the amount by which something hangs over and above something else 3. the state of being extra to what is required; the things that are extra
overpay,verb,to pay somebody too much; to pay somebody more than their work is worth
overpower,verb,1. to defeat or gain control over somebody completely by using greater strength 2. to be so strong or great that it affects somebody/something seriously
overproduction,noun,the act of producing more of something than is wanted or needed
overrun,verb,"1. to fill or spread over an area quickly, especially in large numbers 2. to take more time or money than was intended"
oversee,verb,to watch somebody/something and make sure that a job or an activity is done correctly
overseer,noun,1. a person whose job is to make sure that other workers do their work 2. a person or an organization that is responsible for making sure that a system is working as it should
overthrow,verb,to remove a leader or a government from a position of power by force
overtone,noun,an attitude or an emotion that is suggested and is not expressed in a direct way
palliate,verb,to make a disease or an illness less painful or unpleasant without curing it
palpable,noun,that is easily noticed by the mind or the senses
palsy,noun,"paralysis (= loss of control or feeling in part or most of the body), especially when the arms and legs shake without control"
panacea,noun,something that will solve all the problems of a particular situation
pan-american,adjective,"connected with or involving all the countries of North, Central and South America"
pandemonium,noun,"a situation in which there is a lot of noise and activity with a great lack of order, especially because people are feeling angry or frightened"
panegyric,noun,a speech or piece of writing praising somebody/something
panoply,noun,a large and impressive number or collection of something
panorama,noun,"1. a view of a wide area of land 2. a description, study or set of pictures that presents all the different aspects or stages of a particular subject, event, etc."
paragon,noun,a person who is perfect or who is a perfect example of a particular good quality
parallelism,noun,the state of being similar; a similar feature
paralyze,verb,"to make (a person or animal) unable to move or feel all or part of the body, to make (someone or something) unable to function, act, or move"
paramount,adjective,1. more important than anything else 2. having the highest position or the greatest power
paramour,noun,a person that somebody is having a romantic or sexual relationship with
paraphernalia,noun,"a large number of objects or personal possessions, especially the equipment that you need for a particular activity"
paraphrase,verb,"to express what somebody has said or written using different words, especially in order to make it easier to understand"
pare,verb,"1. to remove the thin outer layer of something, especially of fruit 2. to gradually reduce the size or amount 3. to cut away the edges of something, especially your nails, in order to make them smooth and neat"
parentage,noun,the origin of a person’s parents and who they are
pariah,noun,a person who is not acceptable to society and is avoided by everyone
parisian,adjective,city in France
parlance,noun,"a particular way of using words or expressing yourself, for example one used by a particular group"
parlor,noun,"a store or business that sells a specified kind of food or service, a room in a house or apartment that is used for conversation or for spending time with guests"
paroxysm,noun,"1. a sudden strong feeling or expression of an emotion that cannot be controlled 2. a sudden short attack of pain, causing physical shaking that cannot be controlled"
parricide,noun,"the crime of killing your father, mother or a close relative; a person who is guilty of this crime"
parsimonious,adjective,extremely unwilling to spend money
paternity,noun,the fact of being the father of a child
pathos,noun,"the power of a performance, description, etc. to make you feel sympathy or be sad"
patrician,adjective,connected with or typical of the highest social class
patrimony,noun,"1. property that is given to somebody when their father dies 2. the works of art and treasures of a nation, church, etc."
patriotism,noun,love of your country and the desire to defend it
patter,verb,"1. to make quick, light sounds as a surface is being hit several times 2. to walk with light steps in a particular direction"
paucity,noun,a small amount of something; less than enough of something
payee,noun,a person that money or a cheque is paid to
peaceable,adjective,1. not involving or causing argument or violence 2. not liking to argue; wishing to live in peace with others
peccadillo,noun,a small unimportant thing that somebody does wrong
pectoral,adjective,relating to or connected with the chest or breast
pecuniary,adjective,relating to or connected with money
pedagogue,noun,"a teacher; a person who likes to teach people things, especially because they think they know more than other people"
pedagogy,noun,the study of teaching methods
pedant,noun,a person who is too concerned with small details or rules especially when learning or teaching
peddle,verb,1. to try to sell goods by going from house to house or from place to place 2. to spread an idea or story in order to get people to accept it
pedestal,noun,"1. the base that a column, statue, etc. rests on 2. to make somebody lose their position as somebody/something successful or admired 3. to admire somebody so much that you do not see their faults"
pedestrian,noun,a person walking in the street and not travelling in a vehicle
peddler,noun,1. a person who sells illegal drugs or stolen goods 2. a person who in the past travelled from place to place trying to sell small objects
peerage,noun,1. all the peers as a group 2. the rank of a peer or peeress
peerless,adjective,better than all others of its kind
peevish,adjective,"easily annoyed, often by things that are not important"
pellucid,adjective,extremely clear
pendulous,adjective,hanging down loosely and moving from side to side
pendulum,noun,a long straight part with a weight at the end that moves regularly from side to side to control the movement of a clock
penetrable,adjective,that allows something to be pushed into or through it; that can have a way made through it
penetrate,verb,"1. to go into or through something 2. to succeed in entering or joining an organization, a group, etc. especially when this is difficult to do"
penetration,noun,1. the act or process of making a way into or through something 2. the act of putting the penis into a partner’s vagina or anus
peninsular,adjective,on or connected with a peninsula
penitence,noun,a feeling of being sorry because you have done something wrong
penitential,adjective,showing that you are sorry for having done something wrong
penultimate,adjective,immediately before the last one
perambulate,verb,"to take a slow walk or journey around a place, especially for pleasure"
perceptible,adjective,1. great enough for you to notice it 2. that you can notice or feel with your senses
percipient,noun,"having or showing the ability to understand things, especially things that are not obvious"
percolate,verb,1. to move gradually through a surface that has very small holes or spaces in it 2. to gradually become known or spread through a group or society 3. to make coffee in a percolator; to be made in this way
percolator,noun,"a pot for making coffee, in which boiling water is forced up a central tube and then comes down again through the coffee"
peremptory,adjective,expecting to be obeyed immediately and without questioning or refusing
perfidy,noun,unfair treatment of somebody who trusts you
perforate,verb,to make a hole or holes through something
perfumery,noun,1. a place where perfumes are made and/or sold 2. the process of making perfume
perfunctory,adjective,"done as a duty or habit, without real interest, attention or feeling"
perigee,noun,"the point in the orbit of the moon, a planet or other object in space when it is nearest the planet, for example the earth, around which it turns"
peripatetic,adjective,"going from place to place, for example in order to work"
permanence,noun,the state of lasting for a long time or for all time in the future
permeate,verb,1. to spread to every part of an object or a place 2. to affect every part of something
permutation,noun,any of the different ways in which a set of things can be ordered
pernicious,adjective,"having a very harmful effect on somebody/something, especially in a way that is not easily noticed"
perpetuate,verb,"to make something such as a bad situation, a belief, etc. continue for a long time"
perquisite,noun,1. something you receive as well as your wages for doing a particular job 2. something to which somebody has a special right because of their social position
persiflage,noun,comments and jokes in which people laugh at each other in a fairly unkind but not serious way
persist,verb,"1. to continue to do something despite difficulties or opposition, in a way that can seem unreasonable 2. to continue to exist"
persistence,noun,"1. the fact of continuing to try to do something despite difficulties, especially when other people are against you and think that you are being annoying or unreasonable 2. the state of continuing to exist for a long period of time"
personage,noun,an important or famous person
perspicacious,adjective,able to understand somebody/something quickly and accurately; showing this
perspicacity,noun,the ability to understand somebody/something very quickly and accurately
perspiration,noun,1. drops of liquid that form on your skin when you are hot 2. the act of perspiring
perspire,verb,to produce sweat on your body
persuadable,adjective,easy to persuade
pertinent,adjective,appropriate to a particular situation
perturb,verb,to make somebody worried or anxious
perturbation,noun,"1. the state of feeling anxious about something 2. a small change in the quality, behaviour or movement of something"
perusal,noun,"the act of reading something, especially in a careful way"
pervade,verb,to spread through and be easy to notice in every part of something
pervasive,adjective,existing in all parts of a place or thing; spreading gradually to affect all parts of a place or thing
perverse,adjective,"showing a deliberate and determined desire to behave in a way that most people think is wrong, unacceptable or unreasonable"
perversion,noun,"1. behaviour that is thought to be strange and not acceptable, especially when it is connected with sex; an example of this type of behaviour 2. the act of changing something that is good or right into something that is bad or wrong; the result of this"
perversity,noun,"deliberate determination to behave in a way that most people think is wrong, unacceptable or unreasonable"
pervert,noun,a person whose sexual behaviour you consider to be strange and not acceptable
pestilence,noun,any disease that spreads quickly and kills a lot of people
pestilential,adjective,1. extremely annoying 2. connected with or causing a pestilence
peter,verb,
petulance,noun,"angry or sulky behaviour, especially because you cannot do or have what you want"
petulant,adjective,"behaving in an angry or sulky way, especially because you cannot do or have what you want"
pharmacopoeia,noun,an official book containing a list of medicines and drugs and instructions for their use
